catalog_id,source_rule_id,rule_type,effect,pay_in_pct,applies_on,insurer,category,sub_segment,make,model,match,cc_min,cc_max,policy_type,geo_kind,geo_label,canonical_state,rto_code,age_min,age_max,reason,source_sheet,source_cell,source_text,confidence,review_status,reviewer,reviewed_ts,edited
SBI-TW-ELIG-TW2-008,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CB 200X,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-009,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CB 300R,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-010,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CBR1000RR,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-011,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CBR 150R,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-012,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CBR 250R,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-013,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CBR 600 RR,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-014,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Honda,CBR 650 F,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-015,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Mahindra,Mojo,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-016,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Bajaj,Dominar,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-017,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Bajaj,Dominar 400,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-018,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Bajaj,Pulsar,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-019,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,TVS,Apache,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-020,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,Fazer 25,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-021,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,FZ,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-022,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,MT 01,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-023,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,MT 15,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-024,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,YBR,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-025,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,YBX 125,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-026,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,YZF R1,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-027,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,YZF R15,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-028,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,YZF R3,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-029,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,Gixxer,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-030,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,GSX-S,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-031,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,Hayabusa,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-032,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,Inazuma,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-033,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,V Strom,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-034,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero Honda,CBZ,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-035,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero Honda,CBZ Xtreme,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-036,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero Honda,Hunk,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-037,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero Honda,Karizma,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-038,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Husqvarna,Svartpilen 250,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-039,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Husqvarna,Vitpilen 250,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-040,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Husqvarna,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-041,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yezdi,Std,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-042,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Piaggio,Aprilia,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-043,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Benelli,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-044,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,BMW,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-045,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,CF Moto,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-046,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Ducati,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-047,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Triumph,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-048,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hyosung,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-049,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Kawasaki,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW2-050,SBI-TW-ELIG-TW2,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,KTM,ALL,,,,COMP,PAN_INDIA,PAN_INDIA,,,,,Sports/cruiser bike declined for COMP,"PCV, MISD & TW",,All sports & cruiser Bikes declined ...,0.9,PENDING,,,
SBI-TW-ELIG-TW1-051,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Splendor,all_variants,,,COMP,STATE_OR_CITY,BIHAR,BIHAR,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-052,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Passion,all_variants,,,COMP,STATE_OR_CITY,BIHAR,BIHAR,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-053,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Splendor,all_variants,,,COMP,STATE_OR_CITY,UTTAR PRADESH,UTTAR PRADESH,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-054,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Passion,all_variants,,,COMP,STATE_OR_CITY,UTTAR PRADESH,UTTAR PRADESH,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-055,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Splendor,all_variants,,,COMP,STATE_OR_CITY,DELHI,DELHI,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-056,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Passion,all_variants,,,COMP,STATE_OR_CITY,DELHI,DELHI,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-057,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Splendor,all_variants,,,COMP,STATE_OR_CITY,NCR,DELHI,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW1-058,SBI-TW-ELIG-TW1,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,Passion,all_variants,,,COMP,STATE_OR_CITY,NCR,DELHI,,,,Splendor & Passion (all variants) declined COMP in BR/UP/DL/NCR,"PCV, MISD & TW",,Splendor & Passion -all varients declined in Bihar/Uttar Pradesh/Delhi/NCR,0.95,PENDING,,,
SBI-TW-ELIG-TW5-059,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,TVS,ALL,,,,COMP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-060,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,TVS,ALL,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-061,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,TVS,ALL,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-062,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,Hero,ALL,,,,COMP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-063,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,Hero,ALL,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-064,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,Hero,ALL,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
